forum,thread,threadLink,views,threadPosts,postNumber,screenname,post
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,17,JohnK,Thanks for the writeup Seth!  So far been loving the github/visual studio integration.
community-management,Non-dev forums not looking so good | ECO Forum,https://ecoforum.strangeloopgames.com/topic/18/non-dev-forums-not-looking-so-good,4156,11,1,lizard455,"So I accidentally stumbled into the non developer forums and wow... it is kind of a mess right now. It looks like some advertising bots got into it, as more than half of the front page are gibberish posts about fifa coins or something. Just posting to give you guys a heads up."
community-management,Non-dev forums not looking so good | ECO Forum,https://ecoforum.strangeloopgames.com/topic/18/non-dev-forums-not-looking-so-good,4156,11,2,TaminoSch,"where are the non-dev-forums? :o
Edit: sry, i found them"
community-management,Non-dev forums not looking so good | ECO Forum,https://ecoforum.strangeloopgames.com/topic/18/non-dev-forums-not-looking-so-good,4156,11,3,Scots,"Yeah, I noticed that a few days ago. Takes you a while to get to some posts about suggestions from what I assume are the students that had the chance to test it out"
community-management,Non-dev forums not looking so good | ECO Forum,https://ecoforum.strangeloopgames.com/topic/18/non-dev-forums-not-looking-so-good,4156,11,4,Metachronism,"Got a link?  I think you found the remnants of our first playtest in a school, where the teacher then asked all of the students to leave feedback in our forums at the time."
community-management,Non-dev forums not looking so good | ECO Forum,https://ecoforum.strangeloopgames.com/topic/18/non-dev-forums-not-looking-so-good,4156,11,5,Scots,"Link: <a href=""http://www.strangeloopgames.com/eco-forum/"">strangeloopgames.com/eco-forum/</a>"
community-management,Non-dev forums not looking so good | ECO Forum,https://ecoforum.strangeloopgames.com/topic/18/non-dev-forums-not-looking-so-good,4156,11,6,Metachronism,"Ah, that is the forum but that is overrun with bots...  I let Jeff know so he can fix."
community-management,Non-dev forums not looking so good | ECO Forum,https://ecoforum.strangeloopgames.com/topic/18/non-dev-forums-not-looking-so-good,4156,11,7,JohnK,Yup need to just delete it.
community-management,Non-dev forums not looking so good | ECO Forum,https://ecoforum.strangeloopgames.com/topic/18/non-dev-forums-not-looking-so-good,4156,11,8,RepeatPan,"As bad as they are, I think some of those spam thread have hilarious titles. ""Rockstar Amateur"" would make a pretty decent IP in my opinion."
community-management,Non-dev forums not looking so good | ECO Forum,https://ecoforum.strangeloopgames.com/topic/18/non-dev-forums-not-looking-so-good,4156,11,9,NoBlackThunder,Holy F* that forum is a mess .. not sure how i got here but F***** need anyone to take care of all the spam there? =P i have 3 month sick leave and aloooooooooooottt of time
community-management,Non-dev forums not looking so good | ECO Forum,https://ecoforum.strangeloopgames.com/topic/18/non-dev-forums-not-looking-so-good,4156,11,10,stuvik,"Check out some of the comments in the IGN post regarding ECO:
<a href=""http://au.ign.com/articles/2015/09/07/eco-takes-to-kickstarter"">http://au.ign.com/articles/2015/09/07/eco-takes-to-kickstarter</a> The majority of comments are fairly negative and contains some outdated information. Clearly many of IGN's readership are not the target audience for this game...though if you wanted to <i>source</i> troll players it'd be easy to find some  ;)"
community-management,Non-dev forums not looking so good | ECO Forum,https://ecoforum.strangeloopgames.com/topic/18/non-dev-forums-not-looking-so-good,4156,11,11,Guest,"Well it's gone, I hope your happy. There were some of the best SPAM bots on there. Half of it was about buying fancy wigs!"
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,1,thomthom,"I expect most discussions will gravitate around the feedback from the core dev team so being able to easily see them when scanning through a topic would be nice.
Just an idea."
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,2,hertzigger,I agree :)
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,3,Headgamer,Indeed. It's hard to tell who is an employe and who is just a well informed backer. Something for the future.
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,4,Jesthar,Excellent idea - ten minutes with photoshop and the ECO logo would get a usable avatar as a minimum :)
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,5,eat_those_lemons,That would be great!
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,6,JohnK,Yes! We will do that when we get some time to pretty up the forums. Thanks for the suggestion.
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,7,thomthom,That was quick response! :)
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,8,Guest,"As requested, all the Strange Loop Devs now have a title of ""Strange Loop Dev""!"
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,9,MajorCyto_,"Yay! :D Now if only we could ""like"" posts. xD"
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,10,Deus,I don't see any use in this.
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,11,MajorCyto_,"Everyone has an opinon, some times however i find it better to just leave a ""like"" than a pointless message when the like conveyed the same thing. Again, it is an opinion and a want not a need."
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,12,Deus,I like the phrase nothing negativ is possitiv enough (Originaly a schwäbische phrase) so if noone argues against something it have to be good.
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,13,hertzigger,@Deus Like!
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,14,MajorCyto_,Well this topic veered off course lol. I will make a separate topic for things i wish to see on the forum for @RainFarmer. This topic has been completed anyways.
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,15,Guest,"I'll look into adding a like feature.
And a feature to close discussions when they are completed. That's what forum managers do right?"
community-management,Core team badges? | ECO Forum,https://ecoforum.strangeloopgames.com/topic/12/core-team-badges,6379,16,16,MajorCyto_,"Yep :P, and thank you!"
